epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl
64,0.4975772500038147,0.4826216399669647,1.4955613613128662,0.3899029791355133,0.34660276770591736,4.330021858215332
65,0.49450817704200745,0.4793992340564728,1.5108948945999146,0.37303197383880615,0.3283897340297699,4.464222431182861
66,0.49087947607040405,0.47563034296035767,1.5249124765396118,0.3580726683139801,0.31218960881233215,4.588305950164795
67,0.4877151846885681,0.4723346531391144,1.5380536317825317,0.34449318051338196,0.29749906063079834,4.6994123458862305
68,0.48423144221305847,0.468727707862854,1.5503736734390259,0.3316695988178253,0.2837103009223938,4.7959303855896
69,0.48101213574409485,0.46539396047592163,1.5618164539337158,0.31947001814842224,0.2707057297229767,4.876428127288818
70,0.4777246415615082,0.46199852228164673,1.57261323928833,0.30764955282211304,0.25824663043022156,4.940293312072754
71,0.47407007217407227,0.458241730928421,1.5828336477279663,0.29609400033950806,0.24621717631816864,4.987682819366455
72,0.4706757366657257,0.4547481834888458,1.592755913734436,0.2850074768066406,0.2348095327615738,5.0197954177856445
73,0.46757838129997253,0.4515549838542938,1.6023386716842651,0.27422478795051575,0.22384428977966309,5.038050174713135
74,0.46348676085472107,0.4473664462566376,1.612031102180481,0.2640853226184845,0.21364112198352814,5.044419288635254
75,0.4601457715034485,0.44392403960227966,1.622174620628357,0.25471678376197815,0.20430371165275574,5.0413079261779785
76,0.45680081844329834,0.4404723346233368,1.6328489780426025,0.2463400512933731,0.19602902233600616,5.031102657318115
77,0.4529033303260803,0.43646252155303955,1.6440823078155518,0.2387930303812027,0.18863040208816528,5.016262531280518
78,0.4494752585887909,0.43291616439819336,1.655910611152649,0.23224936425685883,0.1822575479745865,4.999181270599365
79,0.44588175415992737,0.4291989207267761,1.6682846546173096,0.22640973329544067,0.1765904575586319,4.98192834854126
80,0.44218435883522034,0.42537274956703186,1.6811604499816895,0.22138585150241852,0.17172405123710632,4.966179847717285
81,0.43860918283462524,0.42166462540626526,1.6944553852081299,0.2169743925333023,0.16744190454483032,4.953248500823975
82,0.43528977036476135,0.4182090759277344,1.7080692052841187,0.21308939158916473,0.1636492758989334,4.944011688232422
83,0.43151816725730896,0.414299339056015,1.7218835353851318,0.20968219637870789,0.16029216349124908,4.939003944396973
84,0.4283062815666199,0.4109477698802948,1.7358500957489014,0.20645129680633545,0.15706735849380493,4.938394069671631
85,0.42414143681526184,0.40664201974868774,1.7499403953552246,0.20351076126098633,0.15409010648727417,4.942065715789795
86,0.4206933379173279,0.40305256843566895,1.7640782594680786,0.2008669078350067,0.1513676941394806,4.949921131134033
87,0.4171561002731323,0.3993740379810333,1.7782071828842163,0.1983831524848938,0.1487695425748825,4.961360454559326
88,0.41371724009513855,0.3957941234111786,1.7923119068145752,0.19593524932861328,0.14617468416690826,4.976057529449463
89,0.4101925194263458,0.3921288251876831,1.8063695430755615,0.19357550144195557,0.14364157617092133,4.993393421173096
90,0.40690433979034424,0.38870102167129517,1.8203318119049072,0.19147303700447083,0.14134614169597626,5.012689113616943
91,0.4029995799064636,0.38465794920921326,1.8341625928878784,0.1894753873348236,0.13914236426353455,5.033302307128906
92,0.39996978640556335,0.38149163126945496,1.847815752029419,0.1876406967639923,0.1370939016342163,5.054679870605469
93,0.39661258459091187,0.377999484539032,1.861309289932251,0.18585017323493958,0.135086327791214,5.0763840675354
94,0.39319169521331787,0.3744450509548187,1.8746633529663086,0.18418200314044952,0.1332019567489624,5.0980048179626465
95,0.389944851398468,0.3710656464099884,1.8879212141036987,0.18270693719387054,0.13151441514492035,5.1192522048950195
96,0.38690319657325745,0.36789223551750183,1.901096224784851,0.1812492161989212,0.1298510879278183,5.139813423156738
97,0.38392841815948486,0.3647865355014801,1.9141874313354492,0.17991797626018524,0.12832243740558624,5.159554481506348
98,0.38081249594688416,0.36154043674468994,1.9272065162658691,0.17868740856647491,0.12690332531929016,5.178408622741699
99,0.3774785101413727,0.35807719826698303,1.9401302337646484,0.17752158641815186,0.12555906176567078,5.19625186920166
